time,Force,Displacement
        33.6500,  -3.199006,    1.352,
        33.7000,  -3.194845,    1.355,
        33.7500,  -3.190684,    1.358,
        33.8000,  -3.186550,    1.361,
        33.8500,  -3.182368,    1.365,
        33.9000,  -3.178137,    1.367,
        33.9500,  -3.173861,    1.371,
        34.0000,  -3.169775,    1.373,
        34.0500,  -3.165479,    1.375,
        34.1000,  -3.161626,    1.377,
        34.1500,  -3.157261,    1.380,
        34.2000,  -3.153086,    1.383,
        34.2500,  -3.148928,    1.386,
        34.3000,  -3.144877,    1.388,
        34.3500,  -3.140704,    1.390,
        34.4000,  -3.136564,    1.393,
        34.4500,  -3.132339,    1.396,
        34.5000,  -3.128179,    1.398,
        34.5500,  -3.123934,    1.401,
        34.6000,  -3.119727,    1.403,
        34.6500,  -3.115570,    1.405,
        34.7000,  -3.111516,    1.407,
        34.7500,  -3.107282,    1.409,
        34.8000,  -3.103128,    1.411,
        34.8500,  -3.099042,    1.413,
        34.9000,  -3.094777,    1.415,
        34.9500,  -3.090674,    1.417,
        35.0000,  -3.086617,    1.419,
        35.0500,  -3.082323,    1.420,
        35.1000,  -3.078100,    1.421,
        35.1500,  -3.073593,    1.411,
        35.2000,  -3.069766,    1.407,
        35.2500,  -3.065521,    1.407,
        35.3000,  -3.061398,    1.407,
        35.3500,  -3.057204,    1.407,
        35.4000,  -3.053056,    1.407,
        35.4500,  -3.049089,    1.407,
        35.5000,  -3.044807,    1.409,
        35.5500,  -3.040609,    1.410,
        35.6000,  -3.036494,    1.411,
        35.6500,  -3.032393,    1.411,
        35.7000,  -3.028064,    1.414,
        35.7500,  -3.023938,    1.415,
        35.8000,  -3.019689,    1.418,
        35.8500,  -3.015434,    1.421,
        35.9000,  -3.011447,    1.422,
        35.9500,  -3.007312,    1.423,
        36.0000,  -3.003142,    1.425,
        36.0500,  -2.999054,    1.427,
        36.1000,  -2.994830,    1.429,
        36.1500,  -2.990742,    1.430,
        36.2000,  -2.986431,    1.433,
        36.2500,  -2.982383,    1.434,
        36.3000,  -2.978161,    1.436,
        36.3500,  -2.973829,    1.438,
        36.4000,  -2.969732,    1.440,
        36.4500,  -2.965640,    1.442,
        36.5000,  -2.961340,    1.444,
        36.5500,  -2.957260,    1.445,
        36.6000,  -2.953125,    1.446,
