time,Force,Displacement
        32.8500,  -3.265572,    0.407,
        32.9000,  -3.261469,    0.409,
        32.9500,  -3.257286,    0.411,
        33.0000,  -3.253117,    0.413,
        33.0500,  -3.248985,    0.415,
        33.1000,  -3.244825,    0.417,
        33.1500,  -3.240684,    0.419,
        33.2000,  -3.236553,    0.421,
        33.2500,  -3.232402,    0.423,
        33.3000,  -3.228157,    0.425,
        33.3500,  -3.223870,    0.427,
        33.4000,  -3.219760,    0.429,
        33.4500,  -3.215594,    0.430,
        33.5000,  -3.211446,    0.433,
        33.5500,  -3.207273,    0.435,
        33.6000,  -3.203151,    0.436,
        33.6500,  -3.198990,    0.438,
        33.7000,  -3.194838,    0.440,
        33.7500,  -3.190699,    0.442,
        33.8000,  -3.186535,    0.444,
        33.8500,  -3.182353,    0.446,
        33.9000,  -3.178112,    0.449,
        33.9500,  -3.173875,    0.451,
        34.0000,  -3.169697,    0.453,
        34.0500,  -3.165597,    0.454,
        34.1000,  -3.161446,    0.456,
        34.1500,  -3.157311,    0.458,
        34.2000,  -3.153140,    0.460,
        34.2500,  -3.149028,    0.462,
        34.3000,  -3.144815,    0.464,
        34.3500,  -3.140685,    0.465,
        34.4000,  -3.136550,    0.467,
        34.4500,  -3.132387,    0.470,
        34.5000,  -3.128105,    0.472,
        34.5500,  -3.123858,    0.474,
        34.6000,  -3.119746,    0.476,
        34.6500,  -3.115608,    0.478,
        34.7000,  -3.111429,    0.480,
        34.7500,  -3.107298,    0.482,
        34.8000,  -3.103151,    0.484,
        34.8500,  -3.098971,    0.486,
        34.9000,  -3.094849,    0.488,
        34.9500,  -3.090682,    0.490,
        35.0000,  -3.086526,    0.491,
        35.0500,  -3.082400,    0.493,
        35.1000,  -3.078100,    0.496,
        35.1500,  -3.073882,    0.498,
        35.2000,  -3.069734,    0.500,
        35.2500,  -3.065613,    0.502,
        35.3000,  -3.061408,    0.503,
        35.3500,  -3.057299,    0.505,
        35.4000,  -3.053115,    0.508,
        35.4500,  -3.048983,    0.510,
        35.5000,  -3.044816,    0.512,
        35.5500,  -3.040682,    0.514,
        35.6000,  -3.036564,    0.516,
        35.6500,  -3.032351,    0.518,
        35.7000,  -3.028084,    0.520,
        35.7500,  -3.023902,    0.522,
        35.8000,  -3.019699,    0.524,
        35.8500,  -3.015618,    0.526,
        35.9000,  -3.011409,    0.528,
        35.9500,  -3.007265,    0.530,
        36.0000,  -3.003143,    0.533,
        36.0500,  -2.998956,    0.535,
        36.1000,  -2.994819,    0.537,
        36.1500,  -2.990669,    0.539,
        36.2000,  -2.986551,    0.540,
        36.2500,  -2.982338,    0.542,
        36.3000,  -2.978116,    0.544,
        36.3500,  -2.973840,    0.546,
        36.4000,  -2.969691,    0.547,
        36.4500,  -2.965594,    0.549,
        36.5000,  -2.961421,    0.551,
        36.5500,  -2.957265,    0.553,
        36.6000,  -2.953057,    0.556,
        36.6500,  -2.948990,    0.558,
